# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
11237at7742	Complete	CM004447.2	129132589	129189176	-	3332.0	3556	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	CM004450.2	88579925	88609182	-	2799.9	1404	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	CM004451.2	18947961	18976454	+	2342.2	1473	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	CM004448.2	103369641	103451614	-	1755.1	1335	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	CM004447.2	162157808	162208200	-	2579.5	1545	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	CM004443.2	161597261	161677937	-	2643.7	1914	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	CM004451.2	68293315	68404292	-	2665.1	1440	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	CM004448.2	7497054	7532745	-	1699.2	1381	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	CM004452.2	51119575	51158288	-	2474.1	1356	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Complete	CM004444.2	120259874	120379438	+	2969.7	1479	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	CM004449.2	2985268	3050282	+	2133.1	1502	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	CM004449.2	25849802	25890607	-	2789.6	1532	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	CM004444.2	16712801	16755425	+	2056.6	1431	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	CM004451.2	82862919	82886648	-	1090.8	1056	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	CM004450.2	22836483	22852598	-	2039.6	1451	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	CM004443.2	18483634	18532795	+	2178.9	1402	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	CM004450.2	92621805	92707160	+	1579.9	1217	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	CM004451.2	82423467	82437590	-	1614.6	1196	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	CM004447.2	76549369	76635350	+	1961.6	1598	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	CM004449.2	43906977	44023957	+	2888.7	1511	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	CM004452.2	31510062	31579038	-	1741.4	1326	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Complete	CM004448.2	104513138	104552356	+	1279.5	1343	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	CM004448.2	60943249	60999920	+	1422.0	2028	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	CM004443.2	107775033	107823860	+	2706.0	1612	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	CM004450.2	44091827	44133522	-	2827.1	1581	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	CM004445.2	107059199	107104838	-	1502.8	1784	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	CM004443.2	126867878	126883569	+	1235.8	1257	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	CM004449.2	44456877	44516372	+	2742.9	1383	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Missing
16236at7742	Complete	CM004451.2	40234646	40314121	+	1895.4	1374	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	CM004451.2	61145488	61173697	+	1372.4	1082	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	CM004447.2	59616637	59857297	-	2017.7	1150	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	CM004443.2	72624194	72666004	-	1635.0	1545	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	CM004447.2	49629056	49684648	+	2408.2	1322	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	CM004445.2	52150513	52223983	-	2861.2	1425	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	CM004443.2	152196265	152233174	+	2327.7	1261	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	CM004447.2	9483799	9523598	-	2223.0	1000	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	CM004446.2	58652907	58704393	-	2862.4	2157	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	CM004450.2	87028050	87268881	-	1780.8	2305	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	CM004447.2	85309802	85325692	-	994.7	1630	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	CM004449.2	64215490	64277082	-	2118.4	1244	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	CM004450.2	113390637	113423464	+	2294.2	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	CM004445.2	71764472	71801614	+	1816.5	1157	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	CM004444.2	34413587	34440752	-	2730.6	1474	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	CM004447.2	49242784	49344330	-	1045.0	866	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	CM004447.2	128638507	128701232	+	1611.1	1321	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	CM004450.2	102754418	102801300	-	1382.4	1114	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	CM004448.2	12897786	12921523	-	1052.1	1226	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	CM004450.2	5049835	5091945	+	902.5	1087	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	CM004447.2	69827072	69874222	-	2273.9	1138	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	CM004444.2	2302278	2429359	+	1590.8	1503	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	CM004448.2	51877749	51898968	-	2078.1	1104	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	CM004450.2	111654396	111690928	+	2170.2	1162	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Duplicated	CM004448.2	127948973	127968834	-	1786.7	1276	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	CM004448.2	127948973	127976227	-	1938.5	1411	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	CM004446.2	104936206	104989657	+	1389.9	855	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	CM004448.2	111801642	111847198	-	2141.2	1224	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	CM004443.2	119747520	119853068	+	2211.8	1505	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Fragmented	CM004448.2	138505740	138543128	+	613.0	655	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	CM004443.2	47826905	47879786	-	2184.2	1126	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	CM004445.2	17521060	17549750	-	1708.0	1095	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	CM004448.2	91167577	91204050	+	2467.6	2101	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	CM004444.2	170686325	170705074	+	754.6	676	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	CM004445.2	68201725	68260539	+	1563.2	1071	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	CM004446.2	77253294	77298960	+	1094.4	705	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	CM004451.2	45852131	45930331	-	2085.5	1127	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	CM004443.2	197754731	197786019	+	2001.1	1154	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	CM004447.2	94808504	94837673	-	1485.7	1699	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	CM004450.2	115613980	115651350	-	2177.3	1242	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	CM004450.2	97551212	97590739	+	1602.0	1012	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	CM004443.2	177200463	177250229	+	1679.5	1301	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	CM004449.2	67452886	67495480	+	1789.0	1172	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	CM004444.2	40720644	40871668	-	1733.1	1043	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	CM004444.2	2735190	2774042	-	1821.0	1403	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	CM004447.2	10561014	10600736	+	1589.7	1100	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	CM004444.2	132799835	132817596	+	1619.0	1460	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	CM004446.2	124212892	124262007	+	1977.7	1105	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Complete	CM004446.2	70770979	70836472	-	1455.5	868	https://www.orthodb.org/v10?query=24468at7742	Zinc finger protein 536
24566at7742	Complete	CM004446.2	153070858	153117374	-	1081.5	845	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	CM004446.2	6199995	6227963	+	2079.8	1119	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	CM004447.2	77736950	77789293	+	1767.0	1470	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	CM004447.2	44289473	44337741	-	559.3	514	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	CM004449.2	28561459	28589455	-	1735.4	1433	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	CM004446.2	59467831	59511750	+	1122.3	1142	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	CM004446.2	75031793	75068559	+	2098.7	1037	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	CM004447.2	21074937	21087047	+	1876.0	1041	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	CM004450.2	137304067	137320711	+	1794.4	995	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	CM004450.2	105358331	105384131	+	1380.0	1107	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	CM004449.2	9978975	9996153	+	1413.8	1006	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	CM004444.2	119669689	119715279	-	1805.6	1054	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	CM004447.2	41962566	42000321	+	1965.6	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	CM004445.2	92887278	92898464	-	1537.3	1361	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	CM004451.2	38128076	38191879	+	1586.7	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	CM004443.2	177694851	177854391	+	800.6	794	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	CM004445.2	109137559	109157153	+	1490.9	967	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	CM004450.2	107784225	107824214	+	2270.1	1406	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	CM004444.2	1633909	1652385	+	1510.2	977	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	CM004446.2	15977748	16006633	+	1920.3	1186	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	CM004447.2	125990895	126051756	-	1102.1	937	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	CM004444.2	6450080	6483418	-	1216.2	933	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	CM004445.2	90594288	90611418	+	984.3	823	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	CM004446.2	41313613	41377635	+	1512.7	973	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	CM004447.2	56540352	56623571	-	1270.1	986	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	CM004445.2	39707834	39733271	-	1907.9	1035	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	CM004451.2	15972816	15991269	+	1793.6	1036	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	CM004447.2	41680719	41708390	-	1733.2	1014	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	CM004447.2	83137139	83184979	+	1156.9	896	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	CM004444.2	138021702	138049684	+	1754.4	991	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	CM004445.2	15932793	16004108	-	1935.0	969	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Complete	CM004445.2	72496117	72499560	-	1602.8	886	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	CM004445.2	37006437	37044158	+	1920.8	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	CM004443.2	30112017	30150266	-	1546.2	900	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	CM004446.2	124635165	124672101	+	1796.5	1212	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	CM004444.2	74822796	74864111	+	1367.3	1033	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	CM004448.2	52867591	52891340	+	1253.1	809	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	CM004443.2	68550507	68610865	-	902.9	835	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Complete	CM004445.2	119018270	119106856	-	1156.6	846	https://www.orthodb.org/v10?query=30224at7742	Adhesion G protein-coupled receptor A2
30479at7742	Complete	CM004452.2	10182565	10202905	+	1661.5	1232	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	CM004445.2	109168835	109196126	+	1712.3	1080	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	CM004451.2	40161953	40228890	-	1267.6	905	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	CM004445.2	135769708	135804043	-	1668.7	986	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Complete	CM004450.2	114571065	114595525	+	1703.0	1129	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	CM004448.2	140392874	140410732	-	2039.2	1039	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	CM004443.2	24436114	24453876	+	1587.0	1128	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	CM004446.2	24036156	24057490	+	1757.3	993	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	CM004449.2	82126646	82214899	+	1489.4	1066	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	CM004444.2	78098779	78118945	-	899.0	967	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	CM004446.2	139061545	139086308	-	1286.0	1049	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	CM004444.2	112566266	112602955	+	1182.0	712	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	CM004443.2	111958605	111978061	+	1530.9	873	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	CM004448.2	138253642	138306167	-	2032.8	982	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
