# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2503at7742	Complete	CM018233.2	67709275	67782634	+	4231.8	2623	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM018231.2	43761299	43829070	+	1839.5	1522	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM018234.2	9163129	9237233	+	4758.2	2494	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM018249.2	7063447	7116617	-	4104.1	2341	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM018239.2	22364029	22391272	+	3773.3	2963	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM018251.2	4824750	4885111	+	4610.0	2187	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	CM018240.2	11100501	11139147	-	3454.9	1868	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	CM018246.2	3578082	3615251	+	4278.7	2314	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	CM018249.2	4681609	4699318	+	5166.1	2171	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	CM018241.2	19777234	19805445	+	1305.1	1059	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	CM018259.2	37923110	37977634	+	3247.9	1979	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	CM018239.2	4659608	4717183	+	3506.2	1868	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	CM018236.2	35210479	35274118	-	3413.8	1757	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	CM018254.2	4619900	4670882	-	3253.2	1808	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	CM018230.2	41525328	41580822	+	3019.1	2064	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	CM018231.2	14174707	14236665	-	3142.7	2002	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	CM018231.2	45413696	45476126	+	3824.1	2328	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	CM018232.2	43314788	43381978	+	4216.1	2011	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	CM018246.2	138938	173956	-	3732.3	1834	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	CM018233.2	32763537	32811738	+	3750.6	2004	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	CM018238.2	36660916	36689423	+	1698.9	1151	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM018232.2	132421100	132508543	-	3785.8	1897	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	CM018233.2	11537754	11697348	+	3105.8	1852	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM018233.2	61935660	61981540	-	2487.5	1395	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM018231.2	60615562	60729973	+	2990.6	2270	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM018236.2	29495357	29542264	-	2613.8	2014	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	CM018246.2	2208257	2309113	+	2697.6	1565	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Fragmented	VOHI02000043.1	729320	745071	+	576.0	593	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Complete	CM018249.2	4636957	4668352	-	2230.1	1449	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Missing
8757at7742	Complete	CM018238.2	18929438	18989240	-	3055.7	1507	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	CM018232.2	96925462	97007694	+	2005.1	1509	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	CM018233.2	67450158	67484406	+	2647.9	1724	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	CM018230.2	19203675	19246533	+	2254.8	1722	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	CM018233.2	83565310	83590115	+	3003.1	1622	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Complete	VOHI02000073.1	345	48310	+	3092.9	1854	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	CM018230.2	24738105	24764686	-	2092.2	1787	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	CM018249.2	4218314	4231511	+	3146.1	1722	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	CM018231.2	45477148	45529055	-	2796.6	1592	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	CM018245.2	3185427	3213351	-	3494.1	1782	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	CM018232.2	95130237	95155385	-	904.8	1142	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Missing
10485at7742	Fragmented	CM018239.2	28039688	28093575	-	1481.6	1271	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	CM018243.2	260046	327659	+	2558.5	1516	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Complete	CM018248.2	8509458	8549848	-	1995.6	1252	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
11104at7742	Complete	CM018234.2	21906339	21946098	+	3067.9	1512	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	CM018230.2	56469936	56605398	-	1254.1	786	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Complete	CM018240.2	10662966	10698000	-	2874.4	1377	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	CM018236.2	47343022	47396444	-	2175.8	1188	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	CM018245.2	7183832	7214118	+	2690.9	1464	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	CM018232.2	100169465	100235483	-	1705.5	1301	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	VOHI02000036.1	1007487	1045579	-	2817.9	1538	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	CM018246.2	10519710	10562112	-	2735.9	1919	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Fragmented	CM018238.2	14133752	14200471	+	1829.1	1018	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	CM018232.2	4285988	4318141	+	1757.0	1385	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	CM018248.2	3538727	3604708	-	2654.9	1413	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Fragmented	CM018230.2	76233467	76265210	-	1367.1	735	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	CM018237.2	26618415	26665206	-	2702.7	1556	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	CM018237.2	19619049	19659978	-	3126.1	1571	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	CM018230.2	3868111	3896980	-	1415.2	967	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	CM018238.2	10044266	10074504	-	1214.8	1132	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	CM018247.2	5829870	5854359	+	2613.5	1435	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	CM018234.2	5697382	5725642	+	2006.1	1220	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	CM018236.2	61014417	61067876	-	1630.3	1079	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	CM018238.2	9855675	9864959	-	2011.2	1252	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	CM018233.2	44994730	45068850	-	2110.3	1571	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	CM018237.2	15690124	15751181	+	2962.4	1525	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	CM018248.2	2601441	2647217	+	2125.2	1328	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Fragmented	CM018232.2	101825079	101858502	-	1282.8	889	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	CM018232.2	54477215	54553804	+	1724.0	2053	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	CM018259.2	31367120	31424215	+	2995.6	1613	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	CM018235.2	18539860	18568856	-	2962.3	1537	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	CM018241.2	20329976	20356127	+	1488.1	1305	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	CM018259.2	67502250	67546861	-	1539.5	1494	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	CM018237.2	14667170	14719695	-	2876.8	1381	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	CM018245.2	10316150	10340633	-	922.6	753	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	CM018245.2	13415485	13454409	+	2074.4	1377	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	CM018238.2	1159915	1182183	-	1631.8	1191	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	CM018233.2	75341255	75404466	-	2371.5	1188	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	CM018234.2	47928815	47960978	-	1687.3	1531	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	CM018233.2	63837213	63883299	-	2019.3	1131	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	CM018231.2	31131937	31196123	+	3119.6	1495	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	CM018246.2	2965670	3003452	-	2460.6	1264	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	CM018233.2	103500954	103532348	+	2266.1	1143	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	CM018242.2	19760005	19792124	-	2948.1	1866	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	CM018236.2	45978739	46005031	-	2318.4	1817	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	CM018233.2	35283807	35301232	+	1223.9	1663	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	CM018251.2	1130850	1170921	-	2353.5	1264	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	CM018236.2	35563404	35598617	+	2258.0	1176	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	CM018231.2	19336941	19361848	-	1863.8	1189	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	CM018249.2	4190614	4214938	-	3034.9	1533	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	CM018233.2	64154836	64246028	+	972.4	776	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	CM018240.2	10090540	10121047	-	1795.4	1276	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Complete	CM018232.2	93939984	94011287	-	2403.2	1455	https://www.orthodb.org/v10?query=19085at7742	zinc finger protein 236
19307at7742	Missing
19351at7742	Complete	CM018232.2	4622632	4630335	-	1157.3	1243	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	CM018247.2	7533949	7564373	+	1147.3	914	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	CM018233.2	53363807	53400387	-	2011.3	978	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	CM018230.2	25423455	25508853	-	1753.8	1487	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	CM018232.2	42709173	42750211	-	2394.7	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	CM018236.2	32882705	32929694	+	2423.0	1166	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Complete	CM018232.2	129305763	129330847	-	2336.1	1464	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	CM018239.2	16125615	16196994	-	1581.4	837	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	CM018232.2	109577817	109628544	-	2313.2	1240	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	CM018259.2	73413486	73514174	+	2362.6	1540	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	CM018233.2	29824452	29916844	-	1078.4	1823	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Missing
22108at7742	Complete	CM018244.2	13268848	13286109	-	1875.4	1132	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	CM018232.2	65724478	65775553	+	2366.9	2051	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	CM018230.2	33179578	33219122	-	551.2	769	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	CM018231.2	23941077	24016198	-	1718.2	1083	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	CM018239.2	14284535	14311014	-	1129.6	660	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	CM018238.2	22667163	22690085	+	2137.4	1114	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	CM018259.2	47216429	47266275	-	1935.4	1087	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	CM018233.2	25134543	25176139	+	1714.1	1672	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	CM018236.2	24673517	24726316	-	2391.0	1214	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	CM018236.2	51267560	51317191	+	1914.1	1019	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	CM018259.2	15650439	15696086	+	2070.5	1325	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	CM018254.2	3416654	3449932	-	1780.8	1176	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	CM018230.2	101224697	101367029	+	1926.2	1131	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	CM018230.2	20616442	20653587	-	1719.2	1404	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Fragmented	CM018233.2	102565060	102605351	-	1256.8	786	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	CM018230.2	56817018	56849965	+	1787.9	1536	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	CM018243.2	17158184	17247209	+	2149.2	1109	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Complete	CM018243.2	14707558	14736058	+	1592.4	989	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	CM018236.2	5517620	5577569	-	2172.2	1128	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	CM018233.2	43859433	43923135	-	1821.2	1385	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	CM018233.2	55521748	55568923	-	586.8	388	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	CM018237.2	22679218	22701903	+	1859.5	1442	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	CM018242.2	19970831	20003372	-	1322.2	1093	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	CM018242.2	13234524	13261320	+	2162.8	1037	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	CM018233.2	91045765	91072690	-	1901.8	1058	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	CM018255.2	2562340	2582722	-	1961.4	1038	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	CM018236.2	25102431	25137340	-	1579.8	1125	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	CM018230.2	26401328	26426931	+	1431.8	1000	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	CM018230.2	77028023	77076306	+	1934.6	1076	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	CM018233.2	67285263	67368756	-	1619.9	910	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	CM018241.2	1151565	1180985	-	2042.8	1358	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	CM018245.2	11168011	11211810	+	1642.0	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	CM018259.2	16045158	16134245	+	1013.2	825	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	CM018241.2	12560816	12571276	+	1555.8	948	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	CM018236.2	30092947	30128961	-	2430.1	1406	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	CM018230.2	108561330	108595205	-	1487.3	838	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	CM018236.2	9858104	9884000	+	2102.1	1171	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	CM018240.2	4511901	4531531	-	1681.1	1298	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	CM018230.2	23149299	23173828	-	1218.6	861	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	CM018241.2	3633355	3667861	-	1079.0	771	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	CM018242.2	14077226	14109547	-	1733.1	1059	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	CM018233.2	68241202	68272902	+	1386.8	1005	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	CM018244.2	18022391	18049034	-	1981.1	1027	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	CM018245.2	6110484	6119772	-	2039.4	1036	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	CM018233.2	111281395	111299877	-	1551.3	901	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	CM018233.2	38201137	38288254	-	1475.9	984	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	CM021175.1	668185	681054	+	2028.0	999	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	CM018231.2	51823232	51911817	-	2084.1	968	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Complete	CM018231.2	17978421	17981909	+	1657.0	893	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	CM018244.2	2542675	2570245	+	1806.1	1131	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Fragmented	CM018234.2	17155471	17185212	-	1017.2	566	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	CM018243.2	13711011	13744693	-	1878.1	1200	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	CM018249.2	1098626	1130792	+	1803.5	1109	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	CM018232.2	43423617	43446970	-	1811.8	988	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	CM018234.2	45796132	45855550	-	1465.4	965	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Complete	CM018252.2	714437	731271	-	1384.0	913	https://www.orthodb.org/v10?query=30224at7742	Adhesion G protein-coupled receptor A2
30479at7742	Complete	CM018257.2	3209282	3222614	+	1820.2	1263	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	CM018241.2	12704428	12727093	-	1753.0	1071	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	CM018245.2	13360234	13413777	-	1371.3	905	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Missing
31418at7742	Complete	CM018236.2	9541991	9560792	+	1815.1	1146	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	CM018232.2	141502650	141534110	-	2119.7	1047	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	CM018234.2	11525152	11583709	-	1853.6	1102	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	CM018236.2	8542478	8553728	-	1809.1	920	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	CM018254.2	6604567	6644378	+	1923.2	1083	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	CM018253.2	3865024	3871644	-	1166.9	950	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	CM018243.2	8992171	9029644	-	1481.9	1215	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	CM018230.2	83772703	83827487	-	1224.7	730	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	CM018258.2	1788553	1803285	+	1667.7	909	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	CM018232.2	139399827	139461253	-	2105.9	988	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	CM018233.2	95991463	96081084	+	1799.3	1277	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	CM018249.2	1032650	1047131	+	1439.2	819	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	CM018244.2	17123358	17150216	-	1400.2	664	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	CM018258.2	2699969	2769303	-	1166.3	763	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
